--28-Oct-2010 00:35:18
Researcher: Default Researcher
Subject: Unnamed
1; 10; lvl10_5; 0; 3000; P1
2; 10; lvl10_5; 5976; 8976; P2
3; 1; lvl1_1; 9101; 2101; P1
4; 1; lvl1_1; 14613; 7613; P2
5; 7; lvl7_3; 19926; 2926; P1
6; 7; lvl7_3; 23847; 6847; P2
7; 2; lvl2_5; 28267; 1267; P1
8; 2; lvl2_5; 33296; 6296; P2
9; 7; lvl7_1; 37458; 458; P1
10; 7; lvl7_1; 42023; 5023; P2
11; 1; lvl1_2; 47982; 982; P1
12; 1; lvl1_2; 52058; 5058; P2
13; 3; lvl3_5; 57841; 841; P1
14; 3; lvl3_5; 63599; 6599; P2
15; 4; lvl4_1; 69339; 2339; P1
16; 4; lvl4_1; 72903; 5903; P2
17; 10; lvl10_1; 77207; 207; P1
18; 10; lvl10_1; 82862; 5862; P2
19; 2; lvl2_3; 88511; 1511; P1
20; 2; lvl2_3; 92255; 5255; P2
21; 6; lvl6_5; 97849; 849; P1
22; 6; lvl6_5; 103269; 6269; P2
23; 9; lvl9_5; 107717; 717; P1
24; 9; lvl9_5; 112047; 5047; P2
25; 9; lvl9_2; 117572; 572; P1
26; 9; lvl9_2; 123507; 6507; P2
27; 3; lvl3_3; 128035; 1035; P1
28; 3; lvl3_3; 133729; 6729; P2
29; 6; lvl6_3; 139640; 2640; P1
30; 6; lvl6_3; 143554; 6554; P2
31; 5; lvl5_5; 149107; 2107; P1
32; 5; lvl5_5; 153096; 6096; P2
33; 5; lvl5_3; 158518; 1518; P1
34; 5; lvl5_3; 164075; 7075; P2
35; 6; lvl6_2; 169015; 2015; P1
36; 6; lvl6_2; 172577; 5577; P2
37; 5; lvl5_2; 177850; 850; P1
38; 5; lvl5_2; 182810; 5810; P2
39; 2; lvl2_4; 188416; 1416; P1
40; 2; lvl2_4; 193958; 6958; P2
41; 4; lvl4_4; 197524; 524; P1
42; 4; lvl4_4; 203514; 6514; P2
43; 1; lvl1_6; 208917; 1917; P1
44; 1; lvl1_6; 212787; 5787; P2
45; 8; lvl8_5; 217227; 227; P1
46; 8; lvl8_5; 222852; 5852; P2
47; 2; lvl2_6; 227018; 18; P1
48; 2; lvl2_6; 232464; 5464; P2
49; 6; lvl6_1; 237523; 523; P1
50; 6; lvl6_1; 243432; 6432; P2
51; 4; lvl4_2; 247853; 853; P1
52; 4; lvl4_2; 252917; 5917; P2
53; 10; lvl10_3; 257908; 908; P1
54; 10; lvl10_3; 263721; 6721; P2
55; 10; lvl10_2; 267436; 436; P1
56; 10; lvl10_2; 272593; 5593; P2
57; 8; lvl8_2; 278179; 1179; P1
58; 8; lvl8_2; 283810; 6810; P2
59; 5; lvl5_4; 288787; 1787; P1
60; 5; lvl5_4; 292052; 5052; P2
61; 8; lvl8_6; 297393; 393; P1
62; 8; lvl8_6; 302574; 5574; P2
63; 7; lvl7_6; 307078; 78; P1
64; 7; lvl7_6; 312027; 5027; P2
65; 5; lvl5_6; 317364; 364; P1
66; 5; lvl5_6; 322397; 5397; P2
67; 7; lvl7_4; 328341; 1341; P1
68; 7; lvl7_4; 333260; 6260; P2
69; 2; lvl2_1; 337256; 256; P1
70; 2; lvl2_1; 342994; 5994; P2
71; 4; lvl4_6; 348580; 1580; P1
72; 4; lvl4_6; 353606; 6606; P2
73; 9; lvl9_4; 357699; 699; P1
74; 9; lvl9_4; 363390; 6390; P2
75; 10; lvl10_6; 369300; 2300; P1
76; 10; lvl10_6; 373457; 6457; P2
77; 8; lvl8_3; 377125; 125; P1
78; 8; lvl8_3; 382007; 5007; P2
79; 3; lvl3_4; 387906; 906; P1
80; 3; lvl3_4; 392044; 5044; P2
81; 6; lvl6_4; 397390; 390; P1
82; 6; lvl6_4; 403016; 6016; P2
83; 10; lvl10_4; 407065; 65; P1
84; 10; lvl10_4; 412262; 5262; P2
85; 9; lvl9_3; 417661; 661; P1
86; 9; lvl9_3; 422572; 5572; P2
87; 1; lvl1_3; 427204; 204; P1
88; 1; lvl1_3; 432089; 5089; P2
89; 7; lvl7_5; 437109; 109; P1
90; 7; lvl7_5; 442958; 5958; P2
91; 9; lvl9_1; 447588; 588; P1
92; 9; lvl9_1; 452525; 5525; P2
93; 4; lvl4_5; 458043; 1043; P1
94; 4; lvl4_5; 463967; 6967; P2
95; 8; lvl8_4; 469759; 2759; P1
96; 8; lvl8_4; 473870; 6870; P2
97; 6; lvl6_6; 478221; 1221; P1
98; 6; lvl6_6; 483335; 6335; P2
99; 1; lvl1_5; 487018; 18; P1
100; 1; lvl1_5; 492308; 5308; P2
101; 3; lvl3_1; 497543; 543; P1
102; 3; lvl3_1; 502244; 5244; P2
103; 3; lvl3_6; 507203; 203; P1
104; 3; lvl3_6; 512636; 5636; P2
105; 2; lvl2_2; 517002; 2; P1
106; 2; lvl2_2; 522131; 5131; P2
107; 9; lvl9_6; 527147; 147; P1
108; 9; lvl9_6; 532600; 5600; P2
109; 1; lvl1_4; 537191; 191; P1
110; 1; lvl1_4; 542493; 5493; P2
111; 4; lvl4_3; 547466; 466; P1
112; 4; lvl4_3; 552298; 5298; P2
113; 7; lvl7_2; 557446; 446; P1
114; 7; lvl7_2; 562991; 5991; P2
115; 3; lvl3_2; 567206; 206; P1
116; 3; lvl3_2; 572500; 5500; P2
117; 5; lvl5_1; 578165; 1165; P1
118; 5; lvl5_1; 583470; 6470; P2
119; 8; lvl8_1; 588436; 1436; P1
120; 8; lvl8_1; 592555; 5555; P2
