--17-Oct-2010 16:41:32
Researcher: Default Researcher
Subject: Unnamed
1; 2; lvl2_3; 0; 3000; P1
2; 2; lvl2_3; 4472; 7472; P2
3; 7; lvl7_1; 9403; 2403; P1
4; 7; lvl7_1; 12744; 5744; P2
5; 3; lvl3_1; 18319; 1319; P1
6; 3; lvl3_1; 22752; 5752; P2
7; 6; lvl6_2; 27539; 539; P1
8; 6; lvl6_2; 33067; 6067; P2
9; 7; lvl7_5; 37187; 187; P1
10; 7; lvl7_5; 42020; 5020; P2
11; 3; lvl3_3; 47872; 872; P1
12; 3; lvl3_3; 53854; 6854; P2
13; 9; lvl9_3; 57209; 209; P1
14; 9; lvl9_3; 62935; 5935; P2
15; 1; lvl1_6; 67726; 726; P1
16; 1; lvl1_6; 72434; 5434; P2
17; 8; lvl8_4; 77927; 927; P1
18; 8; lvl8_4; 83632; 6632; P2
19; 8; lvl8_5; 88192; 1192; P1
20; 8; lvl8_5; 93283; 6283; P2
21; 10; lvl10_2; 98802; 1802; P1
22; 10; lvl10_2; 104050; 7050; P2
23; 5; lvl5_5; 109383; 2383; P1
24; 5; lvl5_5; 114635; 7635; P2
25; 9; lvl9_2; 119309; 2309; P1
26; 9; lvl9_2; 122828; 5828; P2
27; 1; lvl1_5; 128330; 1330; P1
28; 1; lvl1_5; 132235; 5235; P2
29; 3; lvl3_5; 137009; 9; P1
30; 3; lvl3_5; 142025; 5025; P2
31; 6; lvl6_4; 147599; 599; P1
32; 6; lvl6_4; 153571; 6571; P2
33; 2; lvl2_2; 158336; 1336; P1
34; 2; lvl2_2; 162333; 5333; P2
35; 8; lvl8_1; 167789; 789; P1
36; 8; lvl8_1; 172797; 5797; P2
37; 1; lvl1_1; 177349; 349; P1
38; 1; lvl1_1; 183287; 6287; P2
39; 10; lvl10_1; 188505; 1505; P1
40; 10; lvl10_1; 192875; 5875; P2
41; 6; lvl6_1; 198102; 1102; P1
42; 6; lvl6_1; 202621; 5621; P2
43; 9; lvl9_4; 207435; 435; P1
44; 9; lvl9_4; 212334; 5334; P2
45; 3; lvl3_2; 217530; 530; P1
46; 3; lvl3_2; 222583; 5583; P2
47; 4; lvl4_3; 227084; 84; P1
48; 4; lvl4_3; 233038; 6038; P2
49; 7; lvl7_2; 238255; 1255; P1
50; 7; lvl7_2; 242124; 5124; P2
51; 9; lvl9_5; 248079; 1079; P1
52; 9; lvl9_5; 252779; 5779; P2
53; 5; lvl5_3; 257990; 990; P1
