--12-Oct-2010 21:18:12
Researcher: Default Researcher
Subject: Unnamed
1; 1; lvl1_3; 0; 3000; P1
2; 1; lvl1_3; 6000; 9000; P2
3; 4; lvl4_5; 11727; 4727; P1
4; 4; lvl4_5; 16363; 9363; P2
5; 6; lvl6_3; 21272; 4272; P1
6; 6; lvl6_3; 25090; 8090; P2
7; 1; lvl1_5; 30544; 3544; P1
8; 1; lvl1_5; 34362; 7362; P2
9; 4; lvl4_3; 39543; 2543; P1
10; 4; lvl4_3; 42815; 5815; P2
11; 8; lvl8_6; 47451; 451; P1
12; 8; lvl8_6; 52632; 5632; P2
13; 6; lvl6_5; 58359; 1359; P1
14; 6; lvl6_5; 63540; 6540; P2
15; 10; lvl10_6; 68721; 1721; P1
16; 10; lvl10_6; 74721; 7721; P2
17; 4; lvl4_1; 80175; 3175; P1
18; 4; lvl4_1; 83720; 6720; P2
19; 9; lvl9_4; 88629; 1629; P1
20; 9; lvl9_4; 94083; 7083; P2
21; 5; lvl5_2; 100083; 3083; P1
22; 5; lvl5_2; 103628; 6628; P2
23; 1; lvl1_4; 109355; 2355; P1
24; 1; lvl1_4; 113718; 6718; P2
25; 8; lvl8_1; 119172; 2172; P1
26; 8; lvl8_1; 124353; 7353; P2
27; 3; lvl3_5; 130353; 3353; P1
28; 3; lvl3_5; 134989; 7989; P2
29; 1; lvl1_2; 139079; 2079; P1
30; 1; lvl1_2; 145079; 8079; P2
31; 9; lvl9_1; 149715; 2715; P1
32; 9; lvl9_1; 155442; 8442; P2
33; 10; lvl10_4; 161169; 4169; P1
34; 10; lvl10_4; 166896; 9896; P2
35; 7; lvl7_3; 172896; 5896; P1
36; 7; lvl7_3; 177259; 10259; P2
37; 6; lvl6_2; 181895; 4895; P1
38; 6; lvl6_2; 185167; 8167; P2
39; 2; lvl2_4; 189530; 2530; P1
40; 2; lvl2_4; 195257; 8257; P2
41; 2; lvl2_5; 199893; 2893; P1
42; 2; lvl2_5; 203711; 6711; P2
43; 3; lvl3_6; 207529; 529; P1
44; 3; lvl3_6; 212710; 5710; P2
45; 10; lvl10_2; 217891; 891; P1
46; 10; lvl10_2; 223891; 6891; P2
47; 2; lvl2_2; 228254; 1254; P1
48; 2; lvl2_2; 233981; 6981; P2
49; 3; lvl3_3; 238890; 1890; P1
50; 3; lvl3_3; 243799; 6799; P2
51; 9; lvl9_6; 249799; 2799; P1
52; 9; lvl9_6; 254435; 7435; P2
53; 4; lvl4_2; 260435; 3435; P1
54; 4; lvl4_2; 265889; 8889; P2
55; 6; lvl6_4; 271616; 4616; P1
56; 6; lvl6_4; 277343; 10343; P2
57; 9; lvl9_2; 282524; 5524; P1
58; 9; lvl9_2; 288524; 11524; P2
59; 2; lvl2_1; 293433; 6433; P1
60; 2; lvl2_1; 296978; 9978; P2
61; 1; lvl1_6; 301887; 4887; P1
62; 1; lvl1_6; 306523; 9523; P2
63; 8; lvl8_2; 312523; 5523; P1
64; 8; lvl8_2; 317704; 10704; P2
65; 6; lvl6_6; 323158; 6158; P1
66; 6; lvl6_6; 326976; 9976; P2
67; 5; lvl5_3; 330248; 3248; P1
68; 5; lvl5_3; 334884; 7884; P2
69; 8; lvl8_4; 340338; 3338; P1
70; 8; lvl8_4; 343610; 6610; P2
71; 10; lvl10_5; 349064; 2064; P1
72; 10; lvl10_5; 354518; 7518; P2
73; 7; lvl7_1; 359699; 2699; P1
74; 7; lvl7_1; 364608; 7608; P2
75; 7; lvl7_4; 369244; 2244; P1
76; 7; lvl7_4; 373880; 6880; P2
77; 9; lvl9_5; 379607; 2607; P1
78; 9; lvl9_5; 382879; 5879; P2
79; 4; lvl4_6; 388879; 1879; P1
80; 4; lvl4_6; 392424; 5424; P2
81; 8; lvl8_5; 397060; 60; P1
82; 8; lvl8_5; 402241; 5241; P2
83; 7; lvl7_5; 407968; 968; P1
84; 7; lvl7_5; 413695; 6695; P2
85; 4; lvl4_4; 417513; 513; P1
86; 4; lvl4_4; 422422; 5422; P2
87; 1; lvl1_1; 427876; 876; P1
88; 1; lvl1_1; 433603; 6603; P2
89; 6; lvl6_1; 439603; 2603; P1
