--12-Oct-2010 17:45:03
Researcher: MRRBP
Subject: Robert
67; 2; lvl2_4; 358500; 31500; P1
68; 2; lvl2_4; 363000; 36000; P2
69; 9; lvl9_2; 369000; 32000; P1
70; 9; lvl9_2; 373500; 36500; P2
71; 6; lvl6_3; 379500; 32500; P1
72; 6; lvl6_3; 384000; 37000; P2
73; 7; lvl7_6; 390000; 33000; P1
74; 7; lvl7_6; 394500; 37500; P2
75; 7; lvl7_5; 399000; 32000; P1
76; 7; lvl7_5; 405000; 38000; P2
77; 10; lvl10_5; 411000; 34000; P1
78; 10; lvl10_5; 417000; 40000; P2
79; 4; lvl4_1; 423000; 36000; P1
80; 4; lvl4_1; 427500; 40500; P2
81; 1; lvl1_5; 432000; 35000; P1
82; 1; lvl1_5; 436500; 39500; P2
83; 1; lvl1_6; 441000; 34000; P1
84; 1; lvl1_6; 447000; 40000; P2
85; 2; lvl2_5; 453000; 36000; P1
86; 2; lvl2_5; 457500; 40500; P2
87; 7; lvl7_2; 462000; 35000; P1
88; 7; lvl7_2; 466500; 39500; P2
89; 8; lvl8_3; 472500; 35500; P1
90; 8; lvl8_3; 477000; 40000; P2
91; 9; lvl9_5; 483000; 36000; P1
92; 9; lvl9_5; 489000; 42000; P2
93; 8; lvl8_6; 495000; 38000; P1
94; 8; lvl8_6; 501000; 44000; P2
95; 4; lvl4_5; 505500; 38500; P1
96; 4; lvl4_5; 511500; 44500; P2
97; 8; lvl8_5; 517500; 40500; P1
98; 8; lvl8_5; 522000; 45000; P2
99; 3; lvl3_6; 526500; 39500; P1
100; 3; lvl3_6; 532500; 45500; P2
101; 5; lvl5_6; 538500; 41500; P1
102; 5; lvl5_6; 544500; 47500; P2
103; 7; lvl7_3; 550500; 43500; P1
104; 7; lvl7_3; 555000; 48000; P2
105; 10; lvl10_2; 559500; 42500; P1
106; 10; lvl10_2; 564000; 47000; P2
107; 6; lvl6_6; 570000; 43000; P1
108; 6; lvl6_6; 574500; 47500; P2
109; 3; lvl3_5; 579000; 42000; P1
110; 3; lvl3_5; 585000; 48000; P2
111; 8; lvl8_4; 591000; 44000; P1
112; 8; lvl8_4; 597000; 50000; P2
113; 2; lvl2_6; 601500; 44500; P1
114; 2; lvl2_6; 606000; 49000; P2
115; 1; lvl1_1; 612000; 45000; P1
116; 1; lvl1_1; 618000; 51000; P2
117; 3; lvl3_3; 624000; 47000; P1
118; 3; lvl3_3; 630000; 53000; P2
119; 1; lvl1_4; 634500; 47500; P1
120; 1; lvl1_4; 640500; 53500; P2
--12-Oct-2010 18:23:19
Researcher: RBPMR
Subject: Robert
1; 8; lvl8_1; 0; 3000; P1
2; 8; lvl8_1; 6000; 9000; P2
3; 9; lvl9_2; 10000; 3000; P1
4; 9; lvl9_2; 13500; 6500; P2
5; 4; lvl4_3; 19500; 2500; P1
6; 4; lvl4_3; 24500; 7500; P2
7; 8; lvl8_3; 29500; 2500; P1
8; 8; lvl8_3; 33000; 6000; P2
9; 10; lvl10_3; 37500; 500; P1
10; 10; lvl10_3; 42166; 5166; P2
11; 10; lvl10_6; 47166; 166; P1
12; 10; lvl10_6; 52999; 5999; P2
13; 5; lvl5_5; 57165; 165; P1
14; 5; lvl5_5; 63165; 6165; P2
15; 4; lvl4_6; 67165; 165; P1
16; 4; lvl4_6; 72665; 5665; P2
17; 1; lvl1_1; 77998; 998; P1
18; 1; lvl1_1; 82998; 5998; P2
19; 10; lvl10_2; 87331; 331; P1
20; 10; lvl10_2; 92664; 5664; P2
21; 4; lvl4_4; 98164; 1164; P1
22; 4; lvl4_4; 102664; 5664; P2
23; 6; lvl6_6; 107330; 330; P1
24; 6; lvl6_6; 112830; 5830; P2
25; 9; lvl9_5; 117996; 996; P1
26; 9; lvl9_5; 123496; 6496; P2
27; 7; lvl7_5; 127496; 496; P1
28; 7; lvl7_5; 132329; 5329; P2
29; 4; lvl4_5; 137162; 162; P1
30; 4; lvl4_5; 142495; 5495; P2
31; 9; lvl9_3; 148161; 1161; P1
32; 9; lvl9_3; 153494; 6494; P2
33; 6; lvl6_1; 158827; 1827; P1
34; 6; lvl6_1; 163327; 6327; P2
35; 1; lvl1_4; 167993; 993; P1
36; 1; lvl1_4; 172493; 5493; P2
37; 10; lvl10_4; 177826; 826; P1
38; 10; lvl10_4; 183326; 6326; P2
39; 5; lvl5_6; 188159; 1159; P1
40; 5; lvl5_6; 192159; 5159; P2
41; 5; lvl5_2; 197492; 492; P1
42; 5; lvl5_2; 203492; 6492; P2
43; 2; lvl2_2; 209325; 2325; P1
44; 2; lvl2_2; 213325; 6325; P2
45; 6; lvl6_5; 217991; 991; P1
46; 6; lvl6_5; 223991; 6991; P2
47; 8; lvl8_5; 229324; 2324; P1
48; 8; lvl8_5; 234657; 7657; P2
49; 8; lvl8_4; 240490; 3490; P1
50; 8; lvl8_4; 244156; 7156; P2
51; 2; lvl2_3; 248322; 1322; P1
52; 2; lvl2_3; 254155; 7155; P2
53; 2; lvl2_6; 259988; 2988; P1
54; 2; lvl2_6; 264988; 7988; P2
55; 6; lvl6_4; 269988; 2988; P1
56; 6; lvl6_4; 273988; 6988; P2
57; 9; lvl9_6; 277654; 654; P1
58; 9; lvl9_6; 282487; 5487; P2
59; 3; lvl3_4; 287320; 320; P1
60; 3; lvl3_4; 292320; 5320; P2
61; 5; lvl5_1; 298320; 1320; P1
62; 5; lvl5_1; 303653; 6653; P2
63; 3; lvl3_5; 307319; 319; P1
64; 3; lvl3_5; 312319; 5319; P2
65; 5; lvl5_3; 317652; 652; P1
66; 5; lvl5_3; 322818; 5818; P2
67; 9; lvl9_1; 328318; 1318; P1
68; 9; lvl9_1; 333151; 6151; P2
69; 7; lvl7_1; 337151; 151; P1
70; 7; lvl7_1; 342651; 5651; P2
71; 3; lvl3_3; 348484; 1484; P1
72; 3; lvl3_3; 353484; 6484; P2
73; 7; lvl7_4; 358150; 1150; P1
74; 7; lvl7_4; 363983; 6983; P2
75; 10; lvl10_1; 368649; 1649; P1
76; 10; lvl10_1; 373315; 6315; P2
77; 2; lvl2_1; 378981; 1981; P1
78; 2; lvl2_1; 384647; 7647; P2
79; 9; lvl9_4; 389647; 2647; P1
80; 9; lvl9_4; 395480; 8480; P2
81; 2; lvl2_4; 399646; 2646; P1
82; 2; lvl2_4; 405479; 8479; P2
83; 7; lvl7_6; 409145; 2145; P1
84; 7; lvl7_6; 412645; 5645; P2
85; 10; lvl10_5; 417478; 478; P1
86; 10; lvl10_5; 423478; 6478; P2
87; 1; lvl1_5; 427978; 978; P1
88; 1; lvl1_5; 432978; 5978; P2
89; 8; lvl8_2; 437144; 144; P1
90; 8; lvl8_2; 442644; 5644; P2
91; 1; lvl1_6; 447644; 644; P1
92; 1; lvl1_6; 453644; 6644; P2
93; 5; lvl5_4; 458144; 1144; P1
94; 5; lvl5_4; 463144; 6144; P2
95; 4; lvl4_1; 469144; 2144; P1
96; 4; lvl4_1; 473144; 6144; P2
97; 6; lvl6_2; 477477; 477; P1
98; 6; lvl6_2; 483143; 6143; P2
99; 3; lvl3_2; 488309; 1309; P1
100; 3; lvl3_2; 493142; 6142; P2
101; 1; lvl1_2; 498475; 1475; P1
102; 1; lvl1_2; 502141; 5141; P2
103; 3; lvl3_1; 507307; 307; P1
104; 3; lvl3_1; 513140; 6140; P2
105; 8; lvl8_6; 517140; 140; P1
106; 8; lvl8_6; 522306; 5306; P2
107; 6; lvl6_3; 527139; 139; P1
108; 6; lvl6_3; 532639; 5639; P2
109; 7; lvl7_3; 537639; 639; P1
110; 7; lvl7_3; 543305; 6305; P2
111; 7; lvl7_2; 548971; 1971; P1
112; 7; lvl7_2; 552637; 5637; P2
113; 3; lvl3_6; 557970; 970; P1
114; 3; lvl3_6; 563636; 6636; P2
115; 4; lvl4_2; 568636; 1636; P1
116; 4; lvl4_2; 574302; 7302; P2
117; 2; lvl2_5; 577968; 968; P1
118; 2; lvl2_5; 582134; 5134; P2
119; 1; lvl1_3; 587134; 134; P1
120; 1; lvl1_3; 592634; 5634; P2
